
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       2.27              0.88              3.32        1000
16                      2.52              1.04              3.59        1000
32                      2.59              1.11              3.63        1000
64                      2.72              1.29              3.81        1000
128                     3.14              1.68              4.44        1000
256                     3.49              1.95              4.97        1000
512                     5.62              3.26              9.34        1000
1024                    5.54              3.19              8.96        1000
2048                    5.80              3.20             16.30        1000
4096                    5.99              3.36              8.95        1000
8192                    6.64              3.55              9.49        1000
16384                  22.48              5.59             31.02         100
32768                  12.33              5.66             24.21         100
65536                  17.93              6.61             28.23         100
131072                 28.57              7.60             45.69         100
262144                 49.89              9.63             80.89         100
524288                 91.14             14.96            151.86         100
1048576               200.94             30.48            314.19         100
2097152               434.36             72.26            659.10         100
4194304              1024.25            170.22           1461.26         100
8388608              2435.56            739.21           3235.27         100
16777216             5205.07           1142.95           6861.07         100
33554432            10497.32           2216.15          14134.23         100
67108864            21730.59           4183.99          29182.41         100
