
# OSU MPI Broadcast Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.72              0.79              3.52        1000
16                      2.17              0.94              4.97        1000
32                      2.15              0.95              4.38        1000
64                      2.28              1.00              4.67        1000
128                     2.49              1.07              5.03        1000
256                     2.83              1.21              5.36        1000
512                     7.45              3.17             11.03        1000
1024                    8.88              2.98             13.23        1000
2048                    9.38              2.98             13.94        1000
4096                   10.43              3.16             15.57        1000
8192                   13.70              3.26             20.02        1000
16384                  19.85              3.51             30.51         100
32768                  34.69              5.22             55.09         100
65536                  60.51              4.74            100.22         100
131072                112.85              5.85            189.60         100
262144                219.95              7.45            372.95         100
524288                434.75             12.81            739.10         100
1048576               842.24             43.99           1438.78         100
2097152              1626.51            152.05           2853.72         100
4194304              3919.97            361.88           6422.23         100
8388608              8433.29            815.32          13177.97         100
16777216            17015.63           1687.54          26529.90         100
33554432            34081.13           3365.69          53114.34         100
67108864            67974.90           7026.17         105858.25         100
