
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.64              0.16              7.93        1000
16                      0.70              0.16             11.60        1000
32                      0.66              0.16              8.08        1000
64                      0.69              0.16              8.55        1000
128                     0.77              0.17             10.63        1000
256                     0.75              0.18              8.67        1000
512                     1.86              0.75             14.68        1000
1024                    1.99              0.74             15.37        1000
2048                    2.30              0.76             16.39        1000
4096                    2.90              0.90             20.59        1000
8192                    4.68              0.87             39.63        1000
16384                   5.87              1.12             36.86         100
32768                   9.69              1.54             72.68         100
65536                  13.69              2.07            116.23         100
131072                 59.40              3.84            191.87         100
262144                 80.40             10.22            309.71         100
524288                132.32             23.12            615.19         100
1048576               279.16             62.81           1252.48         100
2097152               745.53            192.23           2848.13         100
4194304              1797.20            448.54           6610.69         100
8388608              3909.88           1057.43          14716.14         100
16777216             7936.80           2283.20          31274.65         100
33554432            17212.98           4760.09          75711.25         100
67108864            34493.14           9990.00         154751.35         100
