
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.73              0.20              7.49        1000
16                      1.23              0.21             39.41        1000
32                      1.19              0.21             36.34        1000
64                      0.83              0.21              9.99        1000
128                     0.88              0.22             11.07        1000
256                     0.87              0.22              9.27        1000
512                     1.98              0.78             15.08        1000
1024                   11.43              2.02             20.05        1000
2048                   12.09              2.37             21.63        1000
4096                   16.63              2.70             27.93        1000
8192                   19.18              3.11             31.16        1000
16384                  23.24              4.06             38.80         100
32768                  29.64              6.03             54.52         100
65536                  45.71              8.95             69.23         100
131072                 66.44             15.98             95.72         100
262144                 90.72             30.25            124.61         100
524288                185.23             68.87            240.81         100
1048576               375.40            228.38            455.17         100
2097152              1475.68           1019.37           1717.83         100
4194304              3991.64           2844.78           4455.82         100
8388608              8787.00           6192.24           9604.63         100
16777216            18711.36          12969.66          20418.41         100
33554432            38738.81          26635.14          42336.63         100
67108864            78055.44          52240.00          85613.90         100
