
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       2.23              0.92              3.24        1000
16                      2.67              1.23              5.25        1000
32                      2.67              1.46              3.63        1000
64                      2.86              1.50              3.89        1000
128                     3.09              1.75              4.36        1000
256                     3.60              2.15              4.97        1000
512                     5.49              3.35              9.04        1000
1024                    5.50              3.13              8.99        1000
2048                    5.82              3.32             11.90        1000
4096                    6.04              3.36              9.08        1000
8192                    6.70              3.59              9.83        1000
16384                  22.66              5.10             32.01         100
32768                  12.36              5.81             18.87         100
65536                  18.13              6.64             28.44         100
131072                 28.48              7.73             45.99         100
262144                 49.86              9.86             80.77         100
524288                 90.58             15.30            149.91         100
1048576               201.06             30.50            317.98         100
2097152               438.62             71.36            926.94         100
4194304              1021.96            169.41           1450.14         100
8388608              2424.11            610.54           3277.79         100
16777216             5259.79           1093.19           7054.81         100
33554432            10610.54           2190.68          14344.20         100
67108864            21796.75           4334.31          29288.41         100
