
# OSU MPI Broadcast Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.54              1.11              2.31        1000
16                      1.69              1.17              2.57        1000
32                      1.66              1.15              2.58        1000
64                      1.72              1.18              2.71        1000
128                     1.82              1.27              2.75        1000
256                     1.92              1.33              2.95        1000
512                     3.42              1.99              5.09        1000
1024                    3.48              1.90              5.19        1000
2048                    3.60              1.89              5.40        1000
4096                    3.91              1.91              5.99        1000
8192                    4.41              1.94              7.13        1000
16384                   5.30              2.14              9.00         100
32768                   7.88              2.80             13.70         100
65536                  11.85              3.26             21.22         100
131072                 19.89              4.26             35.46         100
262144                 33.87              5.92             62.47         100
524288                 60.28             11.48            109.52         100
1048576               153.47             25.63            274.03         100
2097152               341.40             65.51            596.48         100
4194304               782.01            156.69           1382.73         100
8388608              1789.35            344.23           3165.51         100
16777216             4050.18            881.13           6992.73         100
33554432             8538.98           1993.77          14638.50         100
67108864            16985.82           3742.89          29496.31         100
