
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.55              0.16              2.40        1000
16                      0.78              0.16              2.99        1000
32                      0.59              0.16              2.56        1000
64                      0.61              0.17              2.64        1000
128                     0.63              0.17              2.76        1000
256                     0.66              0.18              2.94        1000
512                     1.85              0.80              5.57        1000
1024                    1.78              0.84              5.32        1000
2048                    2.04              0.89              6.06        1000
4096                    2.48              0.94              7.59        1000
8192                    3.03              1.01              8.75        1000
16384                   4.28              1.20             12.56         100
32768                   6.68              1.61             20.35         100
65536                  10.12              2.48             33.89         100
131072                 19.48              3.58             64.42         100
262144                 43.99             10.11            131.42         100
524288                 83.77             22.05            288.76         100
1048576               209.00             58.75            680.08         100
2097152               661.01            206.74           1824.45         100
4194304              1669.61            463.01           4477.41         100
8388608              3806.03           1092.19          10687.51         100
16777216             7742.42           2248.12          23063.21         100
33554432            16748.46           4649.01          51886.81         100
67108864            34361.12          10329.04         106621.39         100
