
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.59              0.16              6.84        1000
16                      0.66              0.16              7.90        1000
32                      0.66              0.16              7.99        1000
64                      0.70              0.17              9.40        1000
128                     0.71              0.17              8.42        1000
256                     0.76              0.18              9.32        1000
512                     1.83              0.73             13.65        1000
1024                    2.05              0.75             15.68        1000
2048                    2.41              0.74             21.74        1000
4096                    2.88              0.81             19.71        1000
8192                    4.64              0.91             39.66        1000
16384                   6.56              1.07             70.27         100
32768                   9.50              1.48             63.55         100
65536                  13.48              2.10             99.32         100
131072                 59.30              4.84            192.27         100
262144                 81.13             10.11            315.28         100
524288                132.56             22.68            626.45         100
1048576               281.06             59.12           1235.98         100
2097152               744.99            186.94           2845.94         100
4194304              1750.83            440.52           6315.31         100
8388608              3882.95           1031.57          14813.02         100
16777216             7924.43           2125.21          31239.34         100
33554432            17528.86           5196.96          75414.46         100
67108864            35679.54          11103.37         155936.96         100
