
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.30              0.77              1.90        1000
16                      1.46              0.88              2.08        1000
32                      1.47              0.89              2.10        1000
64                      1.47              0.89              2.14        1000
128                     1.51              0.89              2.21        1000
256                     1.62              0.89              2.41        1000
512                     2.74              1.80              3.77        1000
1024                    2.84              1.88              3.96        1000
2048                    2.90              1.91              4.05        1000
4096                    3.08              1.95              4.30        1000
8192                    3.40              2.07              4.71        1000
16384                   4.03              2.22              5.40         100
32768                   6.11              3.28              8.14         100
65536                   8.55              3.80             11.32         100
131072                 13.76              4.65             17.84         100
262144                 24.03              6.52             30.89         100
524288                 41.78             12.67             54.03         100
1048576               104.75             27.93            137.76         100
2097152               232.81             68.05            295.46         100
4194304               628.59            167.62            811.94         100
8388608              1575.72            416.75           2021.11         100
16777216             3727.20           1079.58           4707.58         100
33554432             7483.12           2093.07           9414.08         100
67108864            14515.52           3758.83          18377.16         100
