
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.75              0.20              7.91        1000
16                      0.82              0.21              8.51        1000
32                      0.89              0.21             14.78        1000
64                      0.84              0.21              9.12        1000
128                     0.83              0.22              9.19        1000
256                     0.87              0.22              9.99        1000
512                     1.97              0.75             14.35        1000
1024                   10.29              2.04             18.26        1000
2048                   14.28              2.51             26.86        1000
4096                   14.18              2.73             24.11        1000
8192                   23.38              3.20             38.68        1000
16384                  22.45              4.03             37.20         100
32768                  29.39              5.99             47.82         100
65536                  40.16              9.57             62.87         100
131072                 71.07             15.14            136.11         100
262144                 83.68             29.42            116.80         100
524288                155.56             68.15            202.62         100
1048576               399.93            248.19            483.73         100
2097152              1823.37           1056.31           2338.56         100
4194304              4019.72           2873.83           4420.33         100
8388608              8814.85           6289.88           9644.96         100
16777216            18726.69          12984.16          20448.99         100
33554432            39026.47          26596.50          42768.15         100
67108864            78301.89          53404.32          85683.90         100
