
# OSU MPI Broadcast Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.57              1.18              2.34        1000
16                      1.68              1.21              2.53        1000
32                      1.69              1.22              2.61        1000
64                      1.75              1.25              2.76        1000
128                     1.83              1.31              2.78        1000
256                     1.95              1.41              2.98        1000
512                     3.47              1.98              5.11        1000
1024                    3.50              1.86              5.28        1000
2048                    3.62              1.87              5.48        1000
4096                    3.88              1.93              5.90        1000
8192                    4.41              2.00              7.36        1000
16384                   5.29              2.14              8.94         100
32768                   7.87              2.77             13.59         100
65536                  11.81              3.27             21.01         100
131072                 19.49              4.19             35.03         100
262144                 34.28              6.17             62.93         100
524288                 59.77             12.22            110.14         100
1048576               152.63             25.78            271.74         100
2097152               340.55             65.85            596.39         100
4194304               783.52            155.57           1375.74         100
8388608              1795.94            346.68           3184.51         100
16777216             4052.34            879.18           7001.33         100
33554432             8547.07           1987.10          14632.71         100
67108864            16990.43           3733.91          29492.38         100
