
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.78              0.26              3.31        1000
16                      0.82              0.27              3.19        1000
32                      0.81              0.27              3.19        1000
64                      1.25              0.27              4.15        1000
128                     0.86              0.28              3.43        1000
256                     4.05              0.93              6.64        1000
512                     4.25              0.96              6.93        1000
1024                    7.07              2.45             10.39        1000
2048                    7.62              2.65             11.51        1000
4096                    9.00              2.99             13.75        1000
8192                   11.37              3.52             16.68        1000
16384                  14.25              4.64             20.44         100
32768                  18.76              7.09             25.74         100
65536                  27.56             11.64             36.63         100
131072                 39.34             17.43             50.64         100
262144                 63.75             30.67             80.12         100
524288                117.28             68.71            142.04         100
1048576               311.21            211.81            359.04         100
2097152              1254.02           1007.55           1367.88         100
4194304              3558.66           2986.50           3775.24         100
8388608              8376.90           6581.79           8872.10         100
16777216            18149.32          13714.66          19339.26         100
33554432            37901.85          27982.25          40728.13         100
67108864            76140.88          54413.47          82317.45         100
