
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.75              0.26              2.96        1000
16                      0.83              0.27              3.62        1000
32                      0.80              0.27              3.23        1000
64                      0.81              0.27              3.30        1000
128                     0.84              0.28              3.40        1000
256                     4.13              0.96              6.80        1000
512                     4.25              0.99              6.93        1000
1024                    6.31              2.48              9.56        1000
2048                    7.77              2.76             11.66        1000
4096                    9.07              3.09             13.47        1000
8192                   11.97              3.59             17.26        1000
16384                  14.39              4.57             20.34         100
32768                  18.79              6.81             25.68         100
65536                  25.45             11.33             34.05         100
131072                 40.82             17.40             52.84         100
262144                 63.40             29.10             79.54         100
524288                124.63             69.34            155.71         100
1048576               311.46            209.79            360.75         100
2097152              1270.85           1035.98           1371.89         100
4194304              3569.65           2962.01           3786.62         100
8388608              8438.91           6661.28           8925.63         100
16777216            18159.10          13940.05          19362.53         100
33554432            37888.38          27782.01          40726.98         100
67108864            78275.17          54860.65          84552.93         100
