
# OSU MPI Broadcast Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.85              0.80              4.39        1000
16                      2.11              0.95              4.42        1000
32                      2.17              0.96              4.53        1000
64                      2.43              1.01              5.18        1000
128                     2.49              1.00              5.01        1000
256                     2.82              1.24              5.36        1000
512                     7.39              2.98             10.73        1000
1024                    8.98              3.03             13.43        1000
2048                    9.40              3.01             14.01        1000
4096                   10.24              2.97             16.14        1000
8192                   13.66              3.03             21.20        1000
16384                  20.11              3.36             31.21         100
32768                  34.63              5.22             54.98         100
65536                  60.29              4.95            100.35         100
131072                112.94              5.64            191.50         100
262144                219.94              7.63            372.53         100
524288                434.66             13.27            739.46         100
1048576               852.01             46.43           1451.54         100
2097152              1650.35            151.36           2886.20         100
4194304              3938.28            377.17           6578.42         100
8388608              8445.68            814.15          13187.13         100
16777216            17023.34           1678.52          26532.33         100
33554432            34109.96           3371.54          53110.14         100
67108864            67673.07           7123.72         105553.72         100
