
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.33              0.75              1.88        1000
16                      1.43              0.80              2.02        1000
32                      1.43              0.80              2.05        1000
64                      1.49              0.84              2.12        1000
128                     1.51              0.80              2.22        1000
256                     1.59              0.82              2.32        1000
512                     2.73              1.75              3.80        1000
1024                    2.75              1.78              3.84        1000
2048                    2.87              1.87              3.99        1000
4096                    3.03              1.96              4.27        1000
8192                    3.40              2.04              5.12        1000
16384                   4.00              2.19              5.43         100
32768                   6.10              3.18              8.30         100
65536                   8.62              3.72             11.51         100
131072                 13.90              4.79             17.79         100
262144                 23.78              6.21             30.68         100
524288                 42.62             12.82             54.92         100
1048576               103.26             27.87            129.78         100
2097152               233.25             68.17            295.00         100
4194304               633.72            169.51            815.78         100
8388608              1568.88            412.26           2015.64         100
16777216             3714.61           1071.20           4690.01         100
33554432             7474.97           2094.21           9418.23         100
67108864            14524.45           3757.32          18418.14         100
