
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.37              0.85              2.01        1000
16                      1.41              0.87              2.06        1000
32                      1.42              0.87              2.14        1000
64                      1.46              0.91              2.17        1000
128                     1.54              0.90              2.28        1000
256                     1.62              0.96              2.46        1000
512                     2.73              1.72              3.87        1000
1024                    2.91              1.82              4.09        1000
2048                    2.90              1.92              4.04        1000
4096                    3.06              1.91              4.26        1000
8192                    3.39              2.00              4.78        1000
16384                   4.00              2.17              5.54         100
32768                   6.07              3.20              8.19         100
65536                  10.55              3.72             19.27         100
131072                 13.72              4.52             17.96         100
262144                 23.74              6.19             30.22         100
524288                 42.45             11.98             57.63         100
1048576               103.62             27.49            129.36         100
2097152               231.95             68.48            292.84         100
4194304               627.28            166.41            808.33         100
8388608              1569.83            409.17           2016.94         100
16777216             3712.08           1072.85           4699.01         100
33554432             7461.21           2087.99           9402.67         100
67108864            14524.87           3768.43          18386.49         100
