
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.75              0.26              3.01        1000
16                      0.81              0.27              3.31        1000
32                      0.80              0.27              3.28        1000
64                      0.83              0.27              3.38        1000
128                     0.84              0.28              3.46        1000
256                     4.38              0.97              7.57        1000
512                     4.21              0.98              6.87        1000
1024                    6.42              2.35              9.64        1000
2048                    7.94              3.04             11.89        1000
4096                    9.03              3.14             13.37        1000
8192                   11.07              3.67             16.36        1000
16384                  14.06              4.71             20.00         100
32768                  18.60              7.04             25.52         100
65536                  25.33             11.25             33.86         100
131072                 39.47             16.99             50.70         100
262144                 69.05             33.12             87.19         100
524288                118.51             69.82            143.62         100
1048576               311.02            204.82            364.91         100
2097152              1261.42           1026.69           1368.29         100
4194304              3555.30           2951.65           3776.00         100
8388608              8280.21           6502.37           8779.52         100
16777216            17859.93          13525.22          19061.76         100
33554432            38282.84          27560.28          41227.74         100
67108864            78341.60          53602.29          84700.83         100
