
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.55              0.16              2.28        1000
16                      0.62              0.16              2.66        1000
32                      0.61              0.16              2.61        1000
64                      0.62              0.17              2.72        1000
128                     1.12              0.17              3.79        1000
256                     0.69              0.18              3.04        1000
512                     1.83              0.82              5.21        1000
1024                    1.81              0.81              5.39        1000
2048                    2.06              0.93              5.94        1000
4096                    2.41              1.13              7.22        1000
8192                    3.05              1.23              8.50        1000
16384                   4.37              1.39             12.56         100
32768                   6.66              1.61             20.48         100
65536                   9.94              2.30             34.17         100
131072                 18.91              3.53             66.02         100
262144                 46.44             10.15            137.49         100
524288                 81.66             21.79            280.70         100
1048576               203.10             58.97            663.37         100
2097152               660.26            206.42           1827.63         100
4194304              1704.42            493.61           4603.83         100
8388608              3783.09           1096.92          10762.77         100
16777216             7687.16           2228.27          22996.56         100
33554432            17003.78           4769.86          51904.43         100
67108864            34858.62          10070.77         107299.74         100
