
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.62              0.16              8.66        1000
16                      0.73              0.16             11.29        1000
32                      0.71              0.16              9.90        1000
64                      0.68              0.17              8.61        1000
128                     0.76              0.17             13.25        1000
256                     0.74              0.18              8.51        1000
512                     1.84              0.74             12.68        1000
1024                    2.01              0.75             14.37        1000
2048                    2.30              0.77             16.72        1000
4096                    2.86              0.98             18.92        1000
8192                    4.63              0.85             38.34        1000
16384                   5.96              1.22             43.07         100
32768                   9.48              1.48             64.02         100
65536                  13.26              2.19             95.70         100
131072                 59.93              5.00            198.73         100
262144                 80.55             10.39            310.48         100
524288                135.47             23.16            792.86         100
1048576               284.71             65.20           1305.41         100
2097152               747.73            199.57           2878.69         100
4194304              1752.03            495.90           6310.25         100
8388608              3880.04           1125.18          15002.98         100
16777216             7854.15           2347.92          31119.53         100
33554432            17206.91           4976.90          75757.64         100
67108864            34936.80          10109.91         155992.13         100
