
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.55              0.16              2.31        1000
16                      0.63              0.16              2.69        1000
32                      0.59              0.16              2.53        1000
64                      0.60              0.17              2.61        1000
128                     0.66              0.17              2.78        1000
256                     0.67              0.18              2.91        1000
512                     1.74              0.74              5.07        1000
1024                    1.78              0.81              5.35        1000
2048                    2.15              0.93              6.16        1000
4096                    2.66              0.99              9.64        1000
8192                    3.05              1.06              8.75        1000
16384                   4.32              1.22             12.89         100
32768                   6.66              1.66             20.19         100
65536                  10.00              2.43             34.10         100
131072                 23.19              4.29             80.15         100
262144                 44.87             10.33            133.33         100
524288                 83.50             22.00            280.57         100
1048576               215.20             66.93            681.85         100
2097152               676.91            217.03           1793.49         100
4194304              1706.00            513.77           4508.15         100
8388608              3728.22           1169.65          10394.21         100
16777216             7622.73           2385.36          22671.82         100
33554432            16306.28           4799.10          50933.79         100
67108864            33202.50           9732.04         104015.00         100
