
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       2.21              0.84              3.42        1000
16                      2.57              1.14              3.97        1000
32                      2.58              1.11              4.03        1000
64                      2.76              1.31              4.25        1000
128                     3.11              1.55              4.78        1000
256                     3.61              2.07              5.21        1000
512                     5.58              3.41              9.61        1000
1024                    5.59              3.19              9.39        1000
2048                    5.66              3.25              9.30        1000
4096                    5.90              3.31              9.16        1000
8192                    6.64              3.57              9.50        1000
16384                  22.81              5.60             31.38         100
32768                  12.36              5.52             18.79         100
65536                  18.07              6.93             28.17         100
131072                 28.48              7.71             45.87         100
262144                 50.00              9.43             83.15         100
524288                 90.36             14.92            151.19         100
1048576               200.61             29.65            315.24         100
2097152               434.00             71.80            654.73         100
4194304              1021.74            168.35           1442.88         100
8388608              2411.01            519.15           3246.94         100
16777216             5190.12           1102.83           6906.02         100
33554432            10494.56           2190.29          14067.34         100
67108864            21570.07           4133.05          28591.43         100
