
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.61              0.16              7.26        1000
16                      0.65              0.16              7.79        1000
32                      0.67              0.16              8.45        1000
64                      0.74              0.16             12.04        1000
128                     0.73              0.17              9.69        1000
256                     0.77              0.18             10.09        1000
512                     1.83              0.75             13.34        1000
1024                    2.04              0.75             18.60        1000
2048                    2.30              0.74             15.48        1000
4096                    2.86              0.90             19.79        1000
8192                    4.65              0.95             40.17        1000
16384                   6.13              1.17             44.21         100
32768                   9.46              1.55             62.43         100
65536                  13.26              2.08             96.05         100
131072                 60.84              4.84            221.71         100
262144                 81.70             10.01            324.98         100
524288                131.76             22.89            596.88         100
1048576               286.23             67.84           1292.35         100
2097152               741.41            214.30           2837.72         100
4194304              1736.88            492.40           6305.90         100
8388608              3843.58           1126.75          14445.04         100
16777216             7868.17           2344.47          31196.32         100
33554432            17304.12           5442.22          75491.89         100
67108864            35221.84          11072.93         156468.14         100
