
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.54              0.16              2.24        1000
16                      1.07              0.17              3.54        1000
32                      0.60              0.17              2.50        1000
64                      0.60              0.17              2.54        1000
128                     0.63              0.17              2.69        1000
256                     0.66              0.18              2.85        1000
512                     1.71              0.82              5.10        1000
1024                    1.93              0.83              5.93        1000
2048                    2.26              0.94              6.47        1000
4096                    2.48              0.97              6.99        1000
8192                    3.06              1.05              8.71        1000
16384                   4.29              1.23             12.15         100
32768                   6.72              1.69             20.55         100
65536                  10.66              2.46             38.77         100
131072                 22.51              4.53             67.41         100
262144                 44.24             10.15            131.58         100
524288                 84.35             21.52            286.73         100
1048576               216.02             70.47            680.22         100
2097152               650.39            208.66           1742.31         100
4194304              1633.01            501.21           4335.88         100
8388608              3723.15           1170.17          10536.65         100
16777216             7694.48           2448.39          22628.89         100
33554432            16753.59           5097.81          51110.06         100
67108864            33398.99           9903.50         104277.06         100
