
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       2.22              0.86              3.19        1000
16                      2.55              1.12              3.61        1000
32                      2.65              1.29              3.78        1000
64                      2.80              1.37              4.00        1000
128                     3.15              1.75              4.39        1000
256                     3.57              2.08              4.89        1000
512                     5.50              3.18              8.99        1000
1024                    5.70              3.06              9.07        1000
2048                    5.66              3.19             11.58        1000
4096                    5.90              3.33              8.69        1000
8192                    6.67              3.61              9.71        1000
16384                  22.76              5.65             31.69         100
32768                  12.41              5.49             19.11         100
65536                  18.22              7.11             29.30         100
131072                 28.71              7.69             45.83         100
262144                 49.63              9.58             80.67         100
524288                 90.61             14.17            148.70         100
1048576               202.17             30.30            315.25         100
2097152               435.72             71.11            663.33         100
4194304              1013.30            170.27           1422.65         100
8388608              2398.38            532.04           3223.86         100
16777216             5181.63           1125.61           6900.35         100
33554432            10467.62           2142.94          14134.82         100
67108864            21588.56           4093.42          28811.66         100
