
# OSU MPI Broadcast Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.77              0.82              3.69        1000
16                      2.21              0.93              5.44        1000
32                      2.17              0.95              4.46        1000
64                      2.32              0.99              4.76        1000
128                     2.53              0.99              4.95        1000
256                     2.90              1.20              6.21        1000
512                     7.55              3.20             10.93        1000
1024                    9.07              3.18             13.72        1000
2048                    9.37              3.11             14.60        1000
4096                   10.29              3.16             16.50        1000
8192                   13.65              3.24             21.01        1000
16384                  19.92              3.56             30.48         100
32768                  34.54              4.85             55.35         100
65536                  60.64              4.84            100.92         100
131072                112.97              5.81            190.38         100
262144                220.16              7.54            384.19         100
524288                433.65             13.04            737.27         100
1048576               842.38             47.10           1435.85         100
2097152              1654.70            152.75           2897.33         100
4194304              3926.72            363.55           6454.15         100
8388608              8423.69            809.53          13163.72         100
16777216            17058.26           1690.49          26563.27         100
33554432            34025.45           3364.53          53084.76         100
67108864            67385.14           7085.22         105375.69         100
