
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.76              0.20              8.12        1000
16                      0.84              0.21              9.80        1000
32                      0.83              0.21              9.13        1000
64                      0.82              0.21              8.98        1000
128                     0.86              0.22             10.02        1000
256                     0.94              0.23             14.01        1000
512                     2.04              0.74             18.57        1000
1024                   10.58              1.99             19.22        1000
2048                   11.75              2.41             22.56        1000
4096                   13.55              2.68             23.69        1000
8192                   21.98              3.07             35.08        1000
16384                  22.37              4.15             36.36         100
32768                  30.30              6.08             49.67         100
65536                  38.58              9.14             59.34         100
131072                 55.04             15.46             79.98         100
262144                 97.32             30.28            136.64         100
524288                146.60             67.62            193.22         100
1048576               448.42            242.52            555.71         100
2097152              1522.90           1082.21           1678.01         100
4194304              3985.18           2875.95           4328.48         100
8388608              8743.40           6212.73           9533.22         100
16777216            18866.79          13124.49          20572.22         100
33554432            38743.48          26335.59          42761.42         100
67108864            78678.59          53657.54          86151.58         100
