
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.60              0.16              7.20        1000
16                      0.65              0.16              7.99        1000
32                      0.66              0.16              8.68        1000
64                      0.71              0.17             10.47        1000
128                     0.71              0.17              8.86        1000
256                     0.80              0.18             13.55        1000
512                     1.82              0.75             13.49        1000
1024                    1.97              0.77             15.66        1000
2048                    2.29              0.79             15.39        1000
4096                    2.88              1.04             18.82        1000
8192                    4.63              0.98             39.00        1000
16384                   6.08              1.34             58.02         100
32768                   9.50              1.51             62.17         100
65536                  13.33              2.26             98.64         100
131072                 59.30              4.92            192.16         100
262144                 80.02             10.13            307.31         100
524288                132.13             22.99            638.89         100
1048576               281.69             67.31           1255.03         100
2097152               746.17            201.59           2794.32         100
4194304              1774.04            458.31           6396.41         100
8388608              3895.33           1055.19          14628.17         100
16777216             7852.39           2277.46          31036.95         100
33554432            17266.87           5163.74          75250.66         100
67108864            34900.65          10408.36         155611.82         100
