
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.75              0.26              2.99        1000
16                      1.00              0.27              3.72        1000
32                      0.80              0.27              3.31        1000
64                      0.82              0.27              3.38        1000
128                     0.85              0.28              3.49        1000
256                     4.08              0.95              6.71        1000
512                     4.24              0.98              6.91        1000
1024                    6.40              2.38              9.65        1000
2048                    8.55              2.78             12.57        1000
4096                    9.18              3.01             13.86        1000
8192                   11.34              3.51             16.53        1000
16384                  19.60              4.54             28.90         100
32768                  19.01              7.16             26.00         100
65536                  27.77             11.35             36.91         100
131072                 38.61             16.21             49.91         100
262144                 62.96             30.98             79.01         100
524288                119.37             69.96            144.69         100
1048576               320.49            214.65            372.98         100
2097152              1276.84           1038.83           1378.71         100
4194304              3594.83           2971.35           3806.87         100
8388608              8323.68           6545.03           8814.49         100
16777216            18180.48          13614.93          19351.60         100
33554432            37490.35          27668.58          40338.79         100
67108864            76533.23          55108.32          82776.81         100
