
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.59              0.16              6.99        1000
16                      0.66              0.16              7.88        1000
32                      0.66              0.16              8.17        1000
64                      0.70              0.17              9.52        1000
128                     0.71              0.17              8.89        1000
256                     0.75              0.18              8.87        1000
512                     1.89              0.74             19.83        1000
1024                    1.96              0.76             14.36        1000
2048                    2.28              0.70             15.74        1000
4096                    2.94              0.82             24.06        1000
8192                    4.67              0.94             39.63        1000
16384                   5.82              1.07             37.02         100
32768                   9.45              1.49             62.82         100
65536                  13.46              2.37             99.71         100
131072                 58.70              4.75            194.62         100
262144                 79.83             10.01            314.90         100
524288                131.38             22.44            632.29         100
1048576               281.71             58.16           1280.92         100
2097152               750.58            186.24           2900.96         100
4194304              1802.88            436.75           6622.47         100
8388608              3942.20           1027.72          14804.87         100
16777216             7969.86           2144.11          31542.54         100
33554432            17278.88           5173.78          75015.82         100
67108864            34538.14          10233.21         155052.44         100
