
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.34              0.75              1.88        1000
16                      1.44              0.79              2.01        1000
32                      1.43              0.78              2.04        1000
64                      1.50              0.84              2.09        1000
128                     1.54              0.84              2.15        1000
256                     1.66              0.91              2.35        1000
512                     2.71              1.78              3.72        1000
1024                    2.78              1.84              3.88        1000
2048                    2.88              1.94              4.01        1000
4096                    3.02              1.99              4.20        1000
8192                    3.39              2.09              4.71        1000
16384                   4.03              2.20              5.37         100
32768                   6.31              3.30              8.38         100
65536                   8.68              3.86             11.45         100
131072                 13.84              4.63             17.60         100
262144                 23.91              6.35             30.82         100
524288                 42.90             12.12             54.46         100
1048576               101.34             27.74            126.85         100
2097152               227.74             67.40            287.23         100
4194304               620.41            164.01            801.32         100
8388608              1574.19            412.63           2027.13         100
16777216             3734.82           1087.00           4721.18         100
33554432             7459.61           2080.44           9424.27         100
67108864            14519.26           3760.66          18361.43         100
