
# OSU MPI Broadcast Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.54              1.13              2.34        1000
16                      1.65              1.18              2.57        1000
32                      1.69              1.19              2.66        1000
64                      1.73              1.20              2.73        1000
128                     1.87              1.28              3.15        1000
256                     1.93              1.34              2.91        1000
512                     3.38              1.97              4.92        1000
1024                    3.50              1.90              5.14        1000
2048                    3.64              1.90              5.38        1000
4096                    3.93              1.98              5.99        1000
8192                    4.39              2.02              7.17        1000
16384                   5.58              2.15              9.61         100
32768                   7.87              2.81             13.74         100
65536                  11.89              3.35             21.19         100
131072                 19.40              4.24             35.03         100
262144                 34.10              6.10             62.68         100
524288                 60.88             11.83            111.38         100
1048576               153.29             26.43            269.65         100
2097152               343.50             65.81            598.79         100
4194304               780.99            156.90           1370.52         100
8388608              1781.97            339.57           3160.47         100
16777216             4044.85            875.09           6995.49         100
33554432             8555.99           1986.08          14680.17         100
67108864            17006.49           3740.59          29506.24         100
