
# OSU MPI Broadcast Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.58              1.12              2.37        1000
16                      1.69              1.18              2.58        1000
32                      1.70              1.17              2.64        1000
64                      1.73              1.18              2.71        1000
128                     1.83              1.25              2.79        1000
256                     1.92              1.31              2.93        1000
512                     3.36              1.91              5.11        1000
1024                    3.46              1.90              5.19        1000
2048                    3.65              1.94              5.46        1000
4096                    3.87              1.96              6.25        1000
8192                    4.39              2.02              7.59        1000
16384                   5.34              2.19              9.46         100
32768                   7.84              2.87             13.84         100
65536                  11.97              3.35             21.28         100
131072                 19.48              4.28             35.09         100
262144                 33.71              6.01             62.07         100
524288                 60.40             11.64            111.56         100
1048576               152.62             26.44            266.90         100
2097152               337.93             65.43            593.98         100
4194304               782.33            157.41           1382.02         100
8388608              1784.07            343.42           3172.10         100
16777216             4046.67            875.76           6994.80         100
33554432             8556.21           1987.12          14655.82         100
67108864            16987.54           3728.45          29474.05         100
