
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.60              0.16              7.29        1000
16                      0.69              0.16             10.42        1000
32                      0.66              0.16              7.91        1000
64                      0.68              0.17              8.50        1000
128                     0.71              0.17              8.35        1000
256                     0.76              0.18              9.69        1000
512                     1.82              0.75             12.89        1000
1024                    2.00              0.76             17.00        1000
2048                    2.35              0.73             21.54        1000
4096                    2.89              0.95             21.29        1000
8192                    4.55              0.94             36.65        1000
16384                   5.83              1.18             37.15         100
32768                   9.52              1.56             64.25         100
65536                  14.00              2.49            124.93         100
131072                 60.36              5.00            204.95         100
262144                 81.11              9.87            310.64         100
524288                132.26             22.09            623.49         100
1048576               289.26             58.12           1583.67         100
2097152               752.94            194.39           2997.43         100
4194304              1786.74            467.79           6416.51         100
8388608              3884.69           1040.63          14679.41         100
16777216             7922.03           2166.07          31414.30         100
33554432            17576.06           5440.64          75423.60         100
67108864            35382.28          10596.07         155225.02         100
