
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.35              0.78              1.89        1000
16                      1.52              0.85              2.41        1000
32                      1.46              0.87              2.05        1000
64                      1.52              0.90              2.13        1000
128                     1.54              0.91              2.16        1000
256                     1.67              0.97              2.37        1000
512                     2.79              1.75              3.73        1000
1024                    2.79              1.78              3.83        1000
2048                    2.94              1.85              4.12        1000
4096                    3.13              2.01              4.28        1000
8192                    3.45              2.13              4.75        1000
16384                   4.04              2.23              5.33         100
32768                   6.15              3.20              8.24         100
65536                   8.81              3.76             11.39         100
131072                 13.84              4.65             17.85         100
262144                 24.17              6.35             30.89         100
524288                 42.01             12.11             53.53         100
1048576               104.60             27.66            132.27         100
2097152               232.42             67.74            298.99         100
4194304               622.36            165.09            803.50         100
8388608              1576.70            417.88           2025.99         100
16777216             3718.82           1078.84           4703.55         100
33554432             7440.02           2079.87           9379.38         100
67108864            14511.78           3766.62          18352.00         100
