
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       2.20              0.81              3.44        1000
16                      2.62              1.19              3.96        1000
32                      2.63              1.10              3.87        1000
64                      2.72              1.17              4.06        1000
128                     3.16              1.62              4.69        1000
256                     3.57              2.05              5.13        1000
512                     5.62              3.22              9.45        1000
1024                    5.52              3.11             11.65        1000
2048                    5.71              3.29              9.05        1000
4096                    5.94              3.28              8.86        1000
8192                    6.69              3.51              9.55        1000
16384                  22.08              5.06             31.15         100
32768                  12.46              5.63             20.08         100
65536                  17.99              6.44             28.31         100
131072                 28.39              7.61             45.44         100
262144                 49.76              9.44             80.79         100
524288                 92.25             13.95            152.07         100
1048576               200.97             30.61            315.11         100
2097152               433.69             71.13            672.38         100
4194304              1023.33            169.53           1436.09         100
8388608              2418.78            557.28           3294.64         100
16777216             5202.02           1090.20           7069.28         100
33554432            10495.48           2149.37          14340.09         100
67108864            21933.60           4772.22          29576.77         100
