
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.56              0.16              2.31        1000
16                      0.63              0.16              2.66        1000
32                      0.60              0.16              2.56        1000
64                      0.61              0.16              2.65        1000
128                     0.95              0.17              3.39        1000
256                     0.67              0.18              2.97        1000
512                     1.72              0.78              5.07        1000
1024                    1.79              0.84              5.33        1000
2048                    2.17              0.92              6.19        1000
4096                    2.74              1.08              7.51        1000
8192                    3.05              1.18              8.76        1000
16384                   4.29              1.26             12.45         100
32768                   6.68              1.60             20.88         100
65536                   9.97              2.22             34.11         100
131072                 18.86              3.54             66.25         100
262144                 45.33             10.30            135.62         100
524288                 81.88             21.92            278.37         100
1048576               223.59             68.36            693.54         100
2097152               675.73            219.70           1783.37         100
4194304              1681.53            519.38           4394.68         100
8388608              3723.20           1177.64          10380.71         100
16777216             7635.37           2447.27          22553.94         100
33554432            16605.35           5072.58          51058.30         100
67108864            33604.82           9789.47         104596.52         100
