
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.73              0.26              2.86        1000
16                      0.79              0.27              3.13        1000
32                      0.79              0.27              3.13        1000
64                      0.80              0.27              3.22        1000
128                     0.84              0.28              3.36        1000
256                     4.08              0.98              6.62        1000
512                     4.27              0.99              6.86        1000
1024                    6.41              2.37              9.59        1000
2048                    8.11              2.98             12.23        1000
4096                    9.77              3.02             14.37        1000
8192                   11.70              3.52             17.23        1000
16384                  14.85              4.58             20.93         100
32768                  18.89              6.89             25.87         100
65536                  25.61             11.30             34.23         100
131072                 38.82             16.58             49.79         100
262144                 63.05             32.47             78.76         100
524288                118.35             68.95            143.51         100
1048576               323.51            213.28            383.44         100
2097152              1252.07           1016.98           1355.84         100
4194304              3591.50           2994.34           3808.63         100
8388608              8349.36           6541.15           8844.26         100
16777216            17998.43          13748.15          19192.30         100
33554432            37993.06          28036.73          40831.60         100
67108864            76824.89          54180.93          83093.42         100
