
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       2.24              0.90              3.30        1000
16                      2.78              1.48              3.96        1000
32                      2.72              1.39              3.78        1000
64                      2.81              1.42              3.91        1000
128                     3.29              1.93              4.51        1000
256                     3.62              2.07              4.96        1000
512                     5.73              3.28             10.34        1000
1024                    5.78              3.21              9.69        1000
2048                    5.81              3.25              9.26        1000
4096                    5.99              3.42              9.13        1000
8192                    6.73              3.62             10.17        1000
16384                  22.70              5.00             46.46         100
32768                  12.26              5.68             23.76         100
65536                  18.25              6.70             28.39         100
131072                 28.49              7.53             45.52         100
262144                 49.72              9.19             80.42         100
524288                 92.20             14.49            152.50         100
1048576               200.87             30.44            329.10         100
2097152               434.33             72.11            657.29         100
4194304              1015.40            169.24           1438.82         100
8388608              2399.16            492.79           3265.06         100
16777216             5194.36           1117.42           7013.23         100
33554432            10486.02           2170.37          14165.63         100
67108864            21581.45           4022.10          28706.09         100
