
# OSU MPI Broadcast Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       1.72              0.77              3.56        1000
16                      2.05              0.89              4.29        1000
32                      2.17              0.88              4.49        1000
64                      2.27              0.95              4.66        1000
128                     2.51              1.01              5.75        1000
256                     2.89              1.21              5.80        1000
512                     7.27              2.45             10.79        1000
1024                    8.88              2.34             13.40        1000
2048                    9.25              2.23             15.14        1000
4096                   10.25              2.29             16.13        1000
8192                   13.62              2.33             21.70        1000
16384                  19.72              2.62             31.61         100
32768                  35.00              4.83             63.53         100
65536                  60.47              4.73            100.02         100
131072                112.71              5.94            190.10         100
262144                219.83              7.35            372.49         100
524288                433.44             16.97            738.29         100
1048576               852.13             46.86           1442.92         100
2097152              1644.95            157.35           2861.48         100
4194304              3927.71            363.65           6434.48         100
8388608              8414.94            811.72          13151.62         100
16777216            17077.57           1677.96          26581.08         100
33554432            34101.37           3373.92          53114.83         100
67108864            67902.12           7107.17         105743.51         100
