
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       0.80              0.20              8.20        1000
16                      0.79              0.21              8.45        1000
32                      0.83              0.20              9.01        1000
64                      0.82              0.21             10.00        1000
128                     0.84              0.21              9.25        1000
256                     0.88              0.22             10.22        1000
512                     2.05              0.78             20.01        1000
1024                   10.20              2.04             18.40        1000
2048                   38.83              2.32             78.71        1000
4096                   13.50              2.68             24.61        1000
8192                   18.40              3.16             30.06        1000
16384                  26.15              4.09             52.19         100
32768                  29.39              5.99             48.22         100
65536                  37.75              9.37             58.62         100
131072                 90.71             14.78            122.53         100
262144                 89.33             30.96            120.56         100
524288                148.14             68.71            193.28         100
1048576               407.60            250.30            488.34         100
2097152              1560.12           1085.54           1735.44         100
4194304              4029.42           2842.71           4442.64         100
8388608              8821.92           6242.97           9704.58         100
16777216            18836.67          13159.24          20519.70         100
33554432            38949.82          26718.38          42737.92         100
67108864            78094.06          53086.14          85605.34         100
