
# OSU MPI Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       1.62
16                      1.97
32                      1.67
64                      1.73
128                     1.90
256                     2.18
512                     2.73
1024                    3.33
2048                    4.47
4096                    6.76
8192                   11.01
16384                  21.79
32768                  43.85
65536                  88.14
131072                260.95
262144                351.43
524288                785.18
1048576              1521.50
2097152              3528.09
4194304              7198.95
8388608             14443.73
16777216            28727.21
33554432            57541.46
67108864           114992.91
