
# OSU MPI Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       1.73
16                      1.69
32                      1.66
64                      1.71
128                     1.91
256                     2.23
512                     2.78
1024                    3.31
2048                    4.33
4096                    6.82
8192                   10.91
16384                  21.90
32768                  44.56
65536                  92.06
131072                187.62
262144                370.33
524288                802.55
1048576              1653.95
2097152              3503.71
4194304              7193.56
8388608             14556.03
16777216            28862.65
33554432            57364.42
67108864           115262.74
