
# OSU MPI Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       1.88
16                      1.66
32                      1.87
64                      1.70
128                     1.91
256                     2.18
512                     2.66
1024                    3.33
2048                    8.83
4096                    6.90
8192                   10.99
16384                  21.60
32768                  43.48
65536                 118.53
131072                183.21
262144                372.38
524288                817.17
1048576              1625.99
2097152              3518.57
4194304              7232.23
8388608             14607.37
16777216            29002.81
33554432            57834.36
67108864           115312.40
