
# OSU MPI Allreduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       5.71
16                      5.68
32                      5.90
64                     10.11
128                     5.72
256                     5.84
512                     7.99
1024                    6.99
2048                    8.14
4096                   13.34
8192                   14.77
16384                  20.21
32768                  30.99
65536                  73.24
131072                 81.01
262144                154.23
524288                397.45
1048576              1270.97
2097152              3225.66
4194304              7416.57
8388608             15241.69
16777216            31507.26
33554432            63910.24
67108864           129879.89
