
# OSU MPI Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       1.71
16                      1.73
32                      1.72
64                      1.73
128                     1.94
256                     2.19
512                     2.64
1024                    3.17
2048                    4.26
4096                    6.85
8192                   11.31
16384                  23.03
32768                  46.25
65536                  90.51
131072                229.04
262144                370.23
524288                784.78
1048576              1574.70
2097152              3499.17
4194304              7173.52
8388608             14402.08
16777216            28831.92
33554432            57519.13
67108864           115286.79
