
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       4.26              0.34             26.41        1000
16                      4.24              0.34             26.16        1000
32                      4.23              0.33             26.14        1000
64                      4.26              0.33             26.40        1000
128                     4.52              0.34             28.46        1000
256                     7.96              3.31             30.26        1000
512                     8.16              3.39             30.77        1000
1024                    8.94              3.78             32.36        1000
2048                   12.07              4.90             38.29        1000
4096                   20.13              5.47             52.01        1000
8192                   47.35             12.75             96.61        1000
16384                  90.14             14.29            167.02         100
32768                 159.81             14.45            313.26         100
65536                 285.41             18.32            571.11         100
131072                608.23             29.97           1267.12         100
262144               1285.45             45.85           2544.04         100
524288               2339.33             66.01           4748.30         100
1048576              4734.68            116.70           9629.48         100
2097152              9804.34            414.60          19978.66         100
4194304             21247.82            397.43          42181.86         100
8388608             44495.50           1258.16          86236.97         100
16777216            86379.54           8540.96         170097.46         100
33554432           185832.20           3569.87         362274.88         100
67108864           374033.28           3814.48         714692.37         100
