
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       4.54              0.65             26.88        1000
16                      4.63              0.64             26.91        1000
32                      4.53              0.64             26.69        1000
64                      4.55              0.64             26.80        1000
128                     4.68              0.65             27.91        1000
256                     8.09              3.38             30.79        1000
512                    36.23             29.26             58.67        1000
1024                   37.21             30.14             58.33        1000
2048                   44.65             35.41             65.67        1000
4096                   59.29             46.22             89.35        1000
8192                   82.90             65.82            115.52        1000
16384                 148.22            133.36            201.10         100
32768                 293.69            280.88            335.49         100
65536                 572.21            563.45            631.20         100
131072               1203.45           1194.99           1245.44         100
262144               2432.65           2419.03           2502.53         100
524288               4976.08           4953.88           5070.75         100
1048576             10491.94          10454.47          10656.83         100
2097152             22990.71          22921.22          23303.36         100
4194304             48838.17          48700.12          49490.24         100
8388608            101045.63         100758.82         102290.28         100
16777216           201647.67         201082.48         204153.58         100
33554432           410254.17         409075.78         415284.79         100
67108864           831833.56         829545.99         841971.79         100
