
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       4.60              0.65             26.90        1000
16                      4.57              0.64             26.81        1000
32                      4.57              0.64             26.74        1000
64                      4.60              0.64             26.87        1000
128                     4.72              0.65             27.83        1000
256                     8.13              3.39             30.90        1000
512                    36.49             29.51             58.97        1000
1024                   37.04             30.16             58.36        1000
2048                   43.66             34.50             64.62        1000
4096                   58.76             45.41             88.92        1000
8192                   83.29             65.64            115.17        1000
16384                 151.51            133.92            199.16         100
32768                 298.94            291.22            332.19         100
65536                 572.51            560.09            632.83         100
131072               1224.41           1215.08           1272.70         100
262144               2422.88           2411.32           2479.61         100
524288               4983.19           4960.46           5079.15         100
1048576             10474.69          10434.40          10639.31         100
2097152             22996.06          22922.94          23308.72         100
4194304             48678.22          48536.85          49301.86         100
8388608            101180.72         100909.77         102419.94         100
16777216           203054.78         202453.79         205557.18         100
33554432           412343.13         411219.13         417376.56         100
67108864           833605.92         831328.65         843750.73         100
