
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       4.59              0.65             26.89        1000
16                      4.59              0.64             26.89        1000
32                      4.57              0.63             26.85        1000
64                      5.93              0.64             29.63        1000
128                     4.74              0.64             28.07        1000
256                     8.11              3.33             30.79        1000
512                    36.25             29.57             58.72        1000
1024                   37.13             30.20             58.39        1000
2048                   43.51             34.08             64.00        1000
4096                   60.89             47.24             90.67        1000
8192                   83.40             64.66            113.94        1000
16384                 147.11            134.09            182.87         100
32768                 286.74            277.67            325.66         100
65536                 575.16            561.80            634.46         100
131072               1213.20           1203.19           1263.36         100
262144               2460.48           2447.32           2519.97         100
524288               4967.96           4935.34           5065.58         100
1048576             10480.18          10443.68          10645.43         100
2097152             22994.25          22920.97          23331.59         100
4194304             48808.76          48656.56          49460.59         100
8388608            101148.48         100859.45         102413.10         100
16777216           202941.00         202389.67         205448.14         100
33554432           411284.27         410154.22         416344.53         100
67108864           830256.16         827891.05         840390.43         100
