
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                      13.19              0.94             17.75        1000
16                     13.20              0.93             17.75        1000
32                     13.17              0.93             17.80        1000
64                     13.18              0.95             17.74        1000
128                    13.92              0.96             19.26        1000
256                    17.39              4.58             21.49        1000
512                    17.77              4.63             21.96        1000
1024                   18.79              4.74             23.39        1000
2048                   21.44              4.94             27.69        1000
4096                   28.17              5.10             37.79        1000
8192                   53.50              7.27             71.22        1000
16384                  60.21              6.19            118.30         100
32768                 140.09             10.05            214.16         100
65536                 278.23             33.16            462.15         100
131072                546.21             56.84            923.41         100
262144               1076.78            103.12           1837.94         100
524288               2122.25            197.11           3653.06         100
1048576              4266.02            385.43           7349.94         100
2097152              8597.03            773.25          14840.79         100
4194304             17253.87           1525.22          29795.16         100
8388608             34613.63           3067.38          59457.36         100
16777216            70155.24           6148.95         119486.26         100
33554432           140866.32          12379.60         239954.96         100
67108864           283373.07          24993.56         483934.04         100
