
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       4.23              0.35             26.20        1000
16                      4.25              0.34             26.19        1000
32                      4.22              0.33             26.15        1000
64                      4.24              0.33             26.25        1000
128                     4.35              0.34             27.10        1000
256                     7.99              3.34             30.40        1000
512                     8.18              3.35             30.77        1000
1024                    8.97              3.73             32.47        1000
2048                   12.06              4.92             38.18        1000
4096                   20.11              5.42             51.82        1000
8192                   47.37             13.42             96.25        1000
16384                  90.90             16.44            171.14         100
32768                 157.65             21.35            302.01         100
65536                 284.52             20.29            568.39         100
131072                613.19             27.91           1271.21         100
262144               1285.96             58.19           2545.50         100
524288               2332.98             59.69           4748.13         100
1048576              4698.52            159.62           9603.38         100
2097152              9928.13            308.61          20091.82         100
4194304             21311.06            346.27          42349.86         100
8388608             44661.05            718.53          86676.59         100
16777216            87649.85           6940.62         172294.52         100
33554432           189295.12           3161.20         368793.38         100
67108864           372344.07           3727.82         711352.56         100
