
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       4.25              0.35             26.28        1000
16                      4.23              0.34             26.17        1000
32                      4.22              0.33             26.18        1000
64                      4.26              0.33             26.27        1000
128                     4.35              0.34             27.10        1000
256                     7.99              3.27             30.47        1000
512                     8.19              3.38             30.88        1000
1024                    8.95              3.70             32.43        1000
2048                   12.05              4.93             38.24        1000
4096                   20.15              5.52             51.98        1000
8192                   47.14             14.29             96.32        1000
16384                  90.05             18.59            167.52         100
32768                 159.67             17.58            312.15         100
65536                 287.39             18.61            576.76         100
131072                615.94             32.48           1275.25         100
262144               1291.64             60.79           2563.40         100
524288               2338.28             66.29           4766.73         100
1048576              4687.36            144.29           9571.79         100
2097152              9900.36            513.08          20109.19         100
4194304             21364.53            578.12          42470.19         100
8388608             44605.59            675.51          86503.57         100
16777216            87039.31           4823.81         171558.97         100
33554432           183161.87           3580.40         359694.98         100
67108864           369779.77           3724.08         707690.85         100
