
# OSU MPI Reduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       4.22              0.34             26.22        1000
16                      4.23              0.34             26.18        1000
32                      4.21              0.33             26.27        1000
64                      4.26              0.33             26.42        1000
128                     4.35              0.33             27.13        1000
256                     8.00              3.24             30.44        1000
512                     8.18              3.32             30.89        1000
1024                    8.96              3.72             32.49        1000
2048                   12.05              4.90             38.27        1000
4096                   20.08              5.45             51.98        1000
8192                   47.47             12.43             96.09        1000
16384                  92.74             17.46            172.49         100
32768                 159.42             14.57            304.43         100
65536                 286.84             18.35            576.14         100
131072                616.83             30.17           1281.48         100
262144               1294.28             72.35           2563.34         100
524288               2331.24             96.74           4752.59         100
1048576              4758.33            149.31           9702.40         100
2097152              9956.06            377.68          20176.17         100
4194304             21433.77            534.13          42656.61         100
8388608             44266.97            689.76          86056.64         100
16777216            86612.73           7925.79         170599.13         100
33554432           182582.04           5235.89         357207.97         100
67108864           369694.64           3755.43         707378.31         100
