
# OSU MPI Broadcast Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       8.72              3.55             19.63        1000
16                      8.81              3.53             19.74        1000
32                      8.69              3.55             19.58        1000
64                      8.70              3.53             19.62        1000
128                     9.02              3.59             20.53        1000
256                    12.72              6.28             23.04        1000
512                    13.05              6.33             23.46        1000
1024                   13.85              6.45             25.19        1000
2048                   15.74              6.60             28.01        1000
4096                   22.23              6.88             38.00        1000
8192                   43.55              9.78             69.87        1000
16384                  77.22             11.98            119.13         100
32768                 138.38             18.65            215.81         100
65536                 255.16             29.34            408.49         100
131072                487.07             50.18            790.88         100
262144                945.09             90.22           1541.48         100
524288               1888.76            175.58           3073.66         100
1048576              3827.25            343.14           6217.16         100
2097152              7795.68            672.71          12712.73         100
4194304             15763.63           1356.74          25692.93         100
8388608             31654.60           2706.94          51560.42         100
16777216            63611.16           5440.26         103571.09         100
33554432           128307.75          10974.34         208642.66         100
67108864           258395.77          22905.56         419414.87         100
