
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       4.57              0.65             26.85        1000
16                      4.56              0.65             26.76        1000
32                      4.54              0.63             26.58        1000
64                      4.58              0.65             26.80        1000
128                     4.69              0.65             27.75        1000
256                     8.09              3.40             30.73        1000
512                    36.20             29.30             58.70        1000
1024                   37.09             30.06             58.35        1000
2048                   43.93             35.19             65.74        1000
4096                   59.31             47.78             93.96        1000
8192                   83.40             64.53            113.67        1000
16384                 153.42            136.52            209.25         100
32768                 287.45            276.40            332.80         100
65536                 596.68            585.29            654.45         100
131072               1210.19           1201.60           1260.91         100
262144               2450.47           2436.57           2508.93         100
524288               4986.70           4966.05           5080.17         100
1048576             10500.33          10453.51          10666.37         100
2097152             23088.47          23005.74          23402.96         100
4194304             48928.27          48776.22          49551.37         100
8388608            100789.18         100507.74         102030.70         100
16777216           203245.61         202680.44         205762.55         100
33554432           410337.11         409234.84         415386.38         100
67108864           829847.41         827492.12         840015.05         100
