
# OSU MPI Reduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                       4.57              0.65             26.87        1000
16                      5.94              0.65             29.50        1000
32                      4.54              0.64             26.66        1000
64                      4.59              0.64             26.84        1000
128                     4.71              0.65             27.86        1000
256                     8.09              3.39             30.85        1000
512                    36.38             29.36             61.21        1000
1024                   37.07             30.04             58.27        1000
2048                   43.30             33.76             63.88        1000
4096                   58.94             46.38             92.52        1000
8192                   83.25             64.09            112.62        1000
16384                 147.02            134.02            184.27         100
32768                 299.67            288.80            355.67         100
65536                 570.13            560.65            634.98         100
131072               1212.02           1200.75           1267.40         100
262144               2437.63           2423.42           2495.95         100
524288               4986.02           4948.85           5101.04         100
1048576             10499.64          10462.46          10664.54         100
2097152             23060.56          22978.47          23393.48         100
4194304             48916.59          48765.87          49538.21         100
8388608            100675.74         100383.39         101953.89         100
16777216           202915.63         202335.66         205421.12         100
33554432           412130.96         411019.86         417164.40         100
67108864           830876.79         828593.37         841038.09         100
