
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)   Min Latency(us)   Max Latency(us)  Iterations
8                      13.24              0.95             17.72        1000
16                     13.16              0.96             17.66        1000
32                     13.13              0.94             17.65        1000
64                     13.23              0.96             17.82        1000
128                    14.30              0.96             22.14        1000
256                    17.40              4.65             21.53        1000
512                    17.80              4.67             22.01        1000
1024                   18.82              4.75             23.43        1000
2048                   21.49              5.02             27.67        1000
4096                   28.22              5.13             37.74        1000
8192                   53.71              7.48             72.26        1000
16384                  63.81              6.34            123.04         100
32768                 140.69              9.79            213.88         100
65536                 281.09             31.97            464.94         100
131072                546.88             57.59            911.40         100
262144               1077.16            104.60           1805.81         100
524288               2120.19            199.22           3650.59         100
1048576              4243.23            386.86           7325.31         100
2097152              8578.38            772.63          14789.56         100
4194304             17252.61           1520.84          29697.30         100
8388608             34589.56           3055.41          59361.13         100
16777216            70290.80           6086.43         119943.28         100
33554432           141147.17          12273.43         240554.36         100
67108864           282906.61          24828.24         485943.83         100
