
# OSU MPI Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       2.84
16                      3.19
32                      3.14
64                      3.23
128                     3.49
256                     3.64
512                     9.39
1024                   10.13
2048                   11.88
4096                   14.70
8192                   20.95
16384                  32.56
32768                  51.73
65536                  77.53
131072                132.74
262144                 98.42
524288                208.63
1048576               530.50
2097152              1718.63
4194304              4558.49
8388608             10777.59
16777216            23126.69
33554432            50870.87
67108864           104040.14
