
# OSU MPI Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       2.84
16                      3.25
32                      3.12
64                      3.27
128                     3.42
256                     3.62
512                     9.15
1024                   10.08
2048                   11.82
4096                   14.53
8192                   20.16
16384                  32.20
32768                  52.09
65536                  77.09
131072                132.44
262144                 95.94
524288                185.71
1048576               510.55
2097152              1665.46
4194304              4527.95
8388608             10770.12
16777216            23103.55
33554432            50678.44
67108864           104524.79
