
# OSU MPI Allreduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       3.95
16                      4.25
32                      4.35
64                      4.53
128                     4.61
256                     4.83
512                     8.50
1024                    9.21
2048                   10.11
4096                   11.71
8192                   15.14
16384                  20.43
32768                  31.61
65536                  37.16
131072                 54.15
262144                 92.82
524288                183.18
1048576               462.20
2097152              1641.67
4194304              4471.49
8388608             10435.99
16777216            22632.44
33554432            47472.73
67108864            96552.80
