
# OSU MPI Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       2.85
16                      3.30
32                      3.14
64                      3.34
128                     3.52
256                     3.61
512                     9.24
1024                   10.04
2048                   11.66
4096                   14.62
8192                   20.60
16384                  33.23
32768                  52.34
65536                  77.90
131072                132.29
262144                 99.69
524288                187.19
1048576               500.11
2097152              1701.31
4194304              4558.62
8388608             10806.47
16777216            23305.07
33554432            50789.19
67108864           103939.95
