
# OSU MPI Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       2.87
16                      3.34
32                      3.15
64                      3.27
128                     3.42
256                     3.73
512                     9.05
1024                   10.03
2048                   11.55
4096                   14.65
8192                   20.67
16384                  32.14
32768                  52.25
65536                  77.48
131072                132.49
262144                 96.96
524288                186.97
1048576               504.38
2097152              1653.36
4194304              4536.28
8388608             10726.88
16777216            23165.59
33554432            51140.03
67108864           104615.78
