
# OSU MPI Allreduce Persistent Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       3.91
16                      4.30
32                      4.25
64                      4.39
128                     4.69
256                     4.93
512                     8.63
1024                    9.19
2048                   10.34
4096                   11.84
8192                   15.15
16384                  21.42
32768                  31.39
65536                  36.76
131072                 55.17
262144                 92.60
524288                184.52
1048576               468.20
2097152              1637.30
4194304              4466.80
8388608             10448.12
16777216            22583.24
33554432            47424.74
67108864            96047.93
