
# OSU MPI Allreduce Latency Test v7.4
# Datatype: MPI_FLOAT.
# Size       Avg Latency(us)
8                       5.13
16                      4.58
32                      4.83
64                      4.87
128                     5.47
256                     7.24
512                    10.27
1024                   14.16
2048                   21.44
4096                   36.27
8192                   68.11
16384                 139.08
32768                 282.52
65536                 568.42
131072               1137.10
262144               2274.02
524288               4573.97
1048576              9152.82
2097152             19507.75
4194304             39421.00
8388608             78706.04
16777216           157183.00
33554432           314439.44
67108864           629370.85
